,index,Name,birth,death,timeline_position,timeline_position_extended,Summary,cloudinary thumbnails,cloudinary artworks
60,60,Fra Angelico,1394,1455,1424,1424.0,"Fra Angelico was an Italian painter of the Early Renaissance, described by Vasari in his Lives of the Artists as having ""a rare and perfect talent"". He earned his reputation primarily for the series of frescoes he made for his own friary, San Marco, in Florence.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_060_z0ngll.png,"['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/60_3_zii4jz.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/60_1_bg6jxj.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/60_2_sqpeja.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/60_0_yuplfu.png']"
78,78,Vittore Pisanello,1395,1455,1425,1425.0,"Pisanello, known professionally as Antonio di Puccio Pisano or Antonio di Puccio da Cereto, also erroneously called Vittore Pisano by Giorgio Vasari, was one of the most distinguished painters of the early Italian Renaissance and Quattrocento. He was acclaimed by poets such as Guarino da Verona and praised by humanists of his time, who compared him to such illustrious names as Cimabue, Phidias and Praxiteles.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_078_wq6vdq.png,"['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/78_15_aneqdq.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/78_6_rjrekd.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/78_11_lsgvuv.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/78_12_yqb15h.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/78_2_m1tu7a.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/78_14_shiv8p.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/78_3_dxv9b9.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/78_13_hk9an0.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/78_7_f6gtyt.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/78_9_avbkix.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/78_5_qi27zz.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/78_1_volelz.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/78_10_trdqdv.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/78_8_mvvybx.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/78_4_xdepyt.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/78_16_msdcce.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/78_17_esnmj0.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/78_0_sybdc3.png']"
53,53,Donatello,1386,1466,1426,1426.0,"Donato di Niccolò di Betto Bardi, better known as Donatello, was an Italian sculptor of the Renaissance. Born in Florence, he studied classical sculpture and used this to develop a complete Renaissance style in sculpture, whose periods in Rome, Padua and Siena introduced to other parts of Italy a long and productive career. He worked with stone, bronze, wood, clay, stucco and wax, and had several assistants, with four perhaps being a typical number. Though his best-known works were mostly statues in the round, he developed a new, very shallow, type of bas-relief for small works, and a good deal of his output was larger architectural reliefs.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_053_zgowlw.png,"['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/53_0_xd2sdn.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/53_1_tbvenu.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/53_2_ezy9tj.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/53_6_uwrdjb.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/53_5_kpeknk.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/53_7_c9u2jg.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/53_4_aqptph.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/53_3_vaxuii.png']"
56,56,Antonio Filarete,1400,1469,1434,1429.0,"Antonio di Pietro Aver(u)lino, known as Filarete, was a Florentine Renaissance architect, sculptor, medallist, and architectural theorist. He is perhaps best remembered for his design of the ideal city of Sforzinda, the first ideal city plan of the Renaissance.",,"['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/56_0_ctnkck.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/56_1_g2p4fe.png']"
64,64,Lazaro Vasari,1399,1468,1434,1429.5,"Lazzaro Vasari (1399–1468), also known as Lazzaro Taldi and as Lazzaro di Niccolò de' Taldi, was an Italian painter who was born in the Province of Arezzo. His father was a potter, as was Lazzaro Vasari’s son, Giorgio Vasari I. The painter Luca Signorelli (1441–1523) was Lazzaro Vasari’s nephew, and the art historian Giorgio Vasari was his great-grandson.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_064_edzwr8.png,
94,94,Jacopo,1398,1470,1434,1430.0,"Jacopo Bellini was one of the founders of the Renaissance style of painting in Venice and northern Italy. His sons Gentile and Giovanni Bellini, and his son-in-law Andrea Mantegna, were also famous painters.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_094_noifk8.png,['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/94_0_iibfu5.png']
76,76,Domenico Veneziano,1410,1461,1436,1431.0,"Domenico Veneziano was an Italian painter of the early Renaissance, active mostly in Perugia and Tuscany.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_076_cjolit.png,"['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/76_0_mqa2so.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/76_1_makpif.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/76_2_qvxr4u.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/76_5_tvwavj.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/76_4_hcgigi.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/76_3_dni6cx.png']"
88,88,Bernardo Rossellino,1408,1464,1436,1431.5,"Bernardo di Matteo del Borra Gamberelli, better known as Bernardo Rossellino, was an Italian sculptor and architect, the elder brother of the sculptor Antonio Rossellino. As a member of the second generation of Renaissance artists, he helped to further define and popularize the revolution in artistic approach that characterized the new age.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_088_gemwo7.png,
68,68,Fra Filippo Lippi,1406,1469,1438,1433.0,"Fra' Filippo Lippi, also known as Lippo Lippi, was an Italian painter of the Quattrocento and a Carmelite Priest.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_068_qyzzj2.png,"['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/68_3_dn7gsp.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/68_4_d6ukpw.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/68_0_tmf4ne.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/68_2_iblfcj.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/68_1_kkbmwt.png']"
75,75,Andrea del Castagno,1420,1457,1438,1433.5,"Andrea del Castagno or Andrea di Bartolo di Bargilla was an Italian painter from Florence, influenced chiefly by Masaccio and Giotto di Bondone. His works include frescoes in Sant'Apollonia in Florence and the painted equestrian monument of Niccolò da Tolentino (1456) in the Cathedral in Florence. He in turn influenced the Ferrarese school of Cosmè Tura, Francesco del Cossa and Ercole de' Roberti.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_075_zml1jy.png,
54,54,Michelozzo Michelozzi,1396,1472,1434,1434.0,"Michelozzo di Bartolomeo Michelozzi was an Italian architect and sculptor. Considered one of the great pioneers of architecture during the Renaissance, Michelozzo was a favored Medici architect who was extensively employed by Cosimo de' Medici. He was a pupil of Lorenzo Ghiberti in his early years and later collaborated with Donatello.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_054_tieheo.png,
80,80,Francesco Pesellino,1422,1457,1440,1435.0,"Francesco Pesellino, also known as Francesco di Stefano, was an Italian Renaissance painter active in Florence. His father was the painter Stefano di Francesco, and his maternal grandfather was the painter Giuliano Pesello (1367–1446), from whose name the diminutive nickname ""Pesellino"" arose. After the death of his father in 1427, the young Pesellino went to live with his grandfather whose pupil he became. Pesellino remained in his grandfather's studio until the latter's death, when he began to form working partnerships with other artists, such as Zanobi Strozzi and Fra Filippo Lippi. He married in 1442, and probably joined the Florentine painters' guild in 1447. In the following years he made for reputation with small, highly-finished works for domestic interiors, including religious panels for private devotional use and secular subjects for pieces of furniture.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_080_n2uio3.png,"['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/80_0_f7bqcb.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/80_1_tph2gl.png']"
46,46,Paolo Uccello,1397,1475,1436,1436.0,"Paolo Uccello, born Paolo di Dono, was a Florentine painter and mathematician who was notable for his pioneering work on visual perspective in art. In his book Lives of the Most Excellent Painters, Sculptors, and Architects, Giorgio Vasari wrote that Uccello was obsessed by his interest in perspective and would stay up all night in his study trying to grasp the exact vanishing point. While his contemporaries used perspective to narrate different or succeeding stories, Uccello used perspective to create a feeling of depth in his paintings. His best known works are the three paintings representing the battle of San Romano, which were wrongly entitled the Battle of Sant'Egidio of 1416 for a long period of time.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_046_favkgu.png,['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/46_0_bwhtnu.png']
63,63,Leon Battista Alberti,1404,1472,1438,1438.0,"Leon Battista Alberti was an Italian Renaissance humanist author, artist, architect, poet, priest, linguist, philosopher and cryptographer; he epitomised the Renaissance Man.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_063_fj0olo.png,
55,55,Pagno di Lapo Portigiani,1408,1470,1439,1439.0,"Pagno di Lapo Portigiani was an Italian Renaissance decorative sculptor, a minor follower of Donatello who worked on numerous occasions in projects designed and supervised by Michelozzo.",,
43,43,Luca della Robbia,1399,1482,1440,1440.0,"Luca della Robbia was an Italian sculptor from Florence. Della Robbia is noted for his colorful, tin-glazed terracotta statuary, a technique which he invented and passed on to his nephew Andrea della Robbia and great-nephews Giovanni della Robbia and Girolamo della Robbia. Though a leading sculptor in stone, he worked primarily in terracotta after developing his technique in the early 1440s. His large workshop produced both cheaper works cast from molds in multiple versions, and more expensive one-off individually modeled pieces.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_043_i8nlvf.png,"['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/43_0_zw1lud.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/43_1_jo2aqe.png']"
84,84,Vecchietta,1412,1480,1446,1441.0,"Lorenzo di Pietro, known as Vecchietta, was an Italian Sienese School painter, sculptor, goldsmith and architect of the Renaissance. He is among the artists profiled in Vasari's Le Vite delle più eccellenti pittori, scultori, ed architettori.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_084_fg46ix.png,
85,85,Galasso Ferrarese,1423,1473,1448,1443.0,"Galasso Galassi was an Italian painter of the early-Renaissance period, active mainly in Ferrara. He also worked for some years in Bologna. He was one of the earliest painters of the School of Ferrara.",,
110,110,Maso Finiguerra,1426,1464,1445,1445.0,"Maso Tommasoii Finiguerra (1426–1464) was an Italian goldsmith, niellist, draftsman, and engraver working in Florence, who was incorrectly described by Giorgio Vasari as the inventor of engraving as a printmaking technique. This made him a crucial figure in the history of old master prints and remained widely believed until the early twentieth century. However, it was gradually realised that Vasari's view, like many of his assertions as to the origins of technical advances, could not be sustained. Typically, Vasari had overstated the importance of a fellow-Florentine, and a fellow-Italian, since it is now clear that engraving developed in Germany before Italy.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_110_prwogr.png,['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/110_0_bfdku9.png']
41,41,Dello,1403,1490,1446,1446.0,"Dello di Niccolò Delli, also known as Dello Delli, Dello di Niccolò and Dello, was an Italian sculptor and painter from Florence. His father was a tailor named Niccolò di Dello. Painters Nicola Delli and Sansone Delli were his less famous younger brothers.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_041_ypftvx.png,
89,89,Desiderio da Settignano,1430,1464,1447,1447.0,"Desiderio da Settignano, real name Desiderio de Bartolomeo di Francesco detto Ferro was an Italian sculptor active during the Renaissance.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_089_xdnhqd.png,['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/89_0_qpsjkb.png']
57,57,Simone,1406,1491,1448,1448.0,"Simone Ghini, also known as Simone Ghini I and as Simone I di Giovanni di Simone Ghini, was an Italian (Florentine) renaissance sculptor who was born in 1406 or 1407. He is best known for his funeral monument to Pope Martin V, in the Basilica of St. John Lateran, in Rome. Together with Antonio Filarete, Simone also made a set of bronze doors for St. Peter's Basilica in Rome. 
Giorgio Vasari in his Lives of the Most Excellent Painters, Sculptors, and Architects erroneously stated that Simone was the brother of Donatello. Simone Ghini died in 1491.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_057_dtfswe.png,
