type,title,displaytitle,wikibase_item,pageid,lang,dir,revision,tid,timestamp,description,description_source,extract,extract_html,namespace.id,namespace.text,titles.canonical,titles.normalized,titles.display,thumbnail.source,thumbnail.width,thumbnail.height,originalimage.source,originalimage.width,originalimage.height,content_urls.desktop.page,content_urls.desktop.revisions,content_urls.desktop.edit,content_urls.desktop.talk,content_urls.mobile.page,content_urls.mobile.revisions,content_urls.mobile.edit,content_urls.mobile.talk
standard,Fra Angelico,Fra Angelico,Q5664,11457,en,ltr,1020385278,6ee16be0-b2af-11eb-ad23-c3689701e9fb,2021-04-28T20:01:08Z,15th-century early Italian Renaissance painter,local,"Fra Angelico was an Italian painter of the Early Renaissance, described by Vasari in his Lives of the Artists as having ""a rare and perfect talent"". He earned his reputation primarily for the series of frescoes he made for his own friary, San Marco, in Florence.","<p><b>Fra Angelico</b> was an Italian painter of the Early Renaissance, described by Vasari in his <i>Lives of the Artists</i> as having ""a rare and perfect talent"". He earned his reputation primarily for the series of frescoes he made for his own friary, San Marco, in Florence.</p>",0,,Fra_Angelico,Fra Angelico,Fra Angelico,https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Fra_Angelico_portrait.jpg/253px-Fra_Angelico_portrait.jpg,253.0,320.0,https://upload.wikimedia.org/wikipedia/commons/4/41/Fra_Angelico_portrait.jpg,550.0,695.0,https://en.wikipedia.org/wiki/Fra_Angelico,https://en.wikipedia.org/wiki/Fra_Angelico?action=history,https://en.wikipedia.org/wiki/Fra_Angelico?action=edit,https://en.wikipedia.org/wiki/Talk:Fra_Angelico,https://en.m.wikipedia.org/wiki/Fra_Angelico,https://en.m.wikipedia.org/wiki/Special:History/Fra_Angelico,https://en.m.wikipedia.org/wiki/Fra_Angelico?action=edit,https://en.m.wikipedia.org/wiki/Talk:Fra_Angelico
standard,Domenico di Michelino,Domenico di Michelino,Q1237312,756299,en,ltr,996364590,cae20720-b2fe-11eb-af32-f5fb26b1a8e9,2020-12-26T04:05:05Z,,,"Domenico di Michelino (1417–1491) was an Italian Renaissance painter who was born and died in Florence. His real name was Domenico di Francesco. The patronymic ""di Michelino"" was adopted in honor of his teacher, the cassone painter Michelino di Benedetto, by whom no works have been identified. Giorgio Vasari reports that Domenico was also a pupil of Fra Angelico, whose influence is reflected in many of Domenico's paintings along with that of Filippo Lippi and Pesellino.","<p><b>Domenico di Michelino</b> (1417–1491) was an Italian Renaissance painter who was born and died in Florence. His real name was Domenico di Francesco. The patronymic ""di Michelino"" was adopted in honor of his teacher, the cassone painter Michelino di Benedetto, by whom no works have been identified. Giorgio Vasari reports that Domenico was also a pupil of Fra Angelico, whose influence is reflected in many of Domenico's paintings along with that of Filippo Lippi and Pesellino.</p>",0,,Domenico_di_Michelino,Domenico di Michelino,Domenico di Michelino,https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Dante_Domenico_di_Michelino_Duomo_Florence.jpg/320px-Dante_Domenico_di_Michelino_Duomo_Florence.jpg,320.0,241.0,https://upload.wikimedia.org/wikipedia/commons/5/58/Dante_Domenico_di_Michelino_Duomo_Florence.jpg,1530.0,1150.0,https://en.wikipedia.org/wiki/Domenico_di_Michelino,https://en.wikipedia.org/wiki/Domenico_di_Michelino?action=history,https://en.wikipedia.org/wiki/Domenico_di_Michelino?action=edit,https://en.wikipedia.org/wiki/Talk:Domenico_di_Michelino,https://en.m.wikipedia.org/wiki/Domenico_di_Michelino,https://en.m.wikipedia.org/wiki/Special:History/Domenico_di_Michelino,https://en.m.wikipedia.org/wiki/Domenico_di_Michelino?action=edit,https://en.m.wikipedia.org/wiki/Talk:Domenico_di_Michelino
standard,Attavante degli Attavanti,Attavante degli Attavanti,Q707520,27632382,en,ltr,1005753392,580f8e80-b2a3-11eb-aa38-794a6b9125d3,2021-02-09T07:23:12Z,Italian painter,local,Attavante degli Attavanti was an Italian painter.,<p><b>Attavante degli Attavanti</b> was an Italian painter.</p>,0,,Attavante_degli_Attavanti,Attavante degli Attavanti,Attavante degli Attavanti,https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Attavante%2C_martirio_dei_sette_fratelli_ebrei%2C_bibl_ap_vaticana_bibbia_ms._urb_lat_2_f_174v.jpg/320px-Attavante%2C_martirio_dei_sette_fratelli_ebrei%2C_bibl_ap_vaticana_bibbia_ms._urb_lat_2_f_174v.jpg,320.0,232.0,https://upload.wikimedia.org/wikipedia/commons/0/07/Attavante%2C_martirio_dei_sette_fratelli_ebrei%2C_bibl_ap_vaticana_bibbia_ms._urb_lat_2_f_174v.jpg,1673.0,1215.0,https://en.wikipedia.org/wiki/Attavante_degli_Attavanti,https://en.wikipedia.org/wiki/Attavante_degli_Attavanti?action=history,https://en.wikipedia.org/wiki/Attavante_degli_Attavanti?action=edit,https://en.wikipedia.org/wiki/Talk:Attavante_degli_Attavanti,https://en.m.wikipedia.org/wiki/Attavante_degli_Attavanti,https://en.m.wikipedia.org/wiki/Special:History/Attavante_degli_Attavanti,https://en.m.wikipedia.org/wiki/Attavante_degli_Attavanti?action=edit,https://en.m.wikipedia.org/wiki/Talk:Attavante_degli_Attavanti
standard,Leon Battista Alberti,Leon Battista Alberti,Q182046,18031,en,ltr,1012485439,b9400d40-b1e2-11eb-bb8b-4127de8786d6,2021-03-16T16:50:45Z,Italian architect (1404-1472),local,"Leon Battista Alberti was an Italian Renaissance humanist author, artist, architect, poet, priest, linguist, philosopher and cryptographer; he epitomised the Renaissance Man.","<p><b>Leon Battista Alberti</b> was an Italian Renaissance humanist author, artist, architect, poet, priest, linguist, philosopher and cryptographer; he epitomised the Renaissance Man.</p>",0,,Leon_Battista_Alberti,Leon Battista Alberti,Leon Battista Alberti,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/CdM%2C_presunto_autoritratto_di_leon_battista_alberti%2C_white_ground.jpg/227px-CdM%2C_presunto_autoritratto_di_leon_battista_alberti%2C_white_ground.jpg,227.0,320.0,https://upload.wikimedia.org/wikipedia/commons/6/6f/CdM%2C_presunto_autoritratto_di_leon_battista_alberti%2C_white_ground.jpg,780.0,1099.0,https://en.wikipedia.org/wiki/Leon_Battista_Alberti,https://en.wikipedia.org/wiki/Leon_Battista_Alberti?action=history,https://en.wikipedia.org/wiki/Leon_Battista_Alberti?action=edit,https://en.wikipedia.org/wiki/Talk:Leon_Battista_Alberti,https://en.m.wikipedia.org/wiki/Leon_Battista_Alberti,https://en.m.wikipedia.org/wiki/Special:History/Leon_Battista_Alberti,https://en.m.wikipedia.org/wiki/Leon_Battista_Alberti?action=edit,https://en.m.wikipedia.org/wiki/Talk:Leon_Battista_Alberti
standard,Lazzaro Vasari,Lazzaro Vasari,Q1394591,14013397,en,ltr,996938136,f5ab3c20-51e6-11eb-b1b5-b35281a1ab5d,2020-12-29T07:25:15Z,,,"Lazzaro Vasari (1399–1468), also known as Lazzaro Taldi and as Lazzaro di Niccolò de' Taldi, was an Italian painter who was born in the Province of Arezzo. His father was a potter, as was Lazzaro Vasari’s son, Giorgio Vasari I. The painter Luca Signorelli (1441–1523) was Lazzaro Vasari’s nephew, and the art historian Giorgio Vasari was his great-grandson.","<p><b>Lazzaro Vasari</b> (1399–1468), also known as <b>Lazzaro Taldi</b> and as <b>Lazzaro di Niccolò de' Taldi</b>, was an Italian painter who was born in the Province of Arezzo. His father was a potter, as was Lazzaro Vasari’s son, Giorgio Vasari I. The painter Luca Signorelli (1441–1523) was Lazzaro Vasari’s nephew, and the art historian Giorgio Vasari was his great-grandson.</p>",0,,Lazzaro_Vasari,Lazzaro Vasari,Lazzaro Vasari,https://upload.wikimedia.org/wikipedia/commons/a/ab/049_le_vite%2C_lazzaro_vasari.jpg,257.0,300.0,https://upload.wikimedia.org/wikipedia/commons/a/ab/049_le_vite%2C_lazzaro_vasari.jpg,257.0,300.0,https://en.wikipedia.org/wiki/Lazzaro_Vasari,https://en.wikipedia.org/wiki/Lazzaro_Vasari?action=history,https://en.wikipedia.org/wiki/Lazzaro_Vasari?action=edit,https://en.wikipedia.org/wiki/Talk:Lazzaro_Vasari,https://en.m.wikipedia.org/wiki/Lazzaro_Vasari,https://en.m.wikipedia.org/wiki/Special:History/Lazzaro_Vasari,https://en.m.wikipedia.org/wiki/Lazzaro_Vasari?action=edit,https://en.m.wikipedia.org/wiki/Talk:Lazzaro_Vasari
standard,Antonello da Messina,Antonello da Messina,Q5594,254609,en,ltr,1017882350,79f28680-b2c9-11eb-a48a-271966e1bb1f,2021-04-15T03:31:19Z,15th-century Italian painter,local,"Antonello da Messina, properly Antonello di Giovanni di Antonio, but also called Antonello degli Antoni and Anglicized as Anthony of Messina, was a Sicilian painter from Messina, active during the Early Italian Renaissance. His work shows strong influences from Early Netherlandish painting, although there is no documentary evidence that he ever travelled beyond Italy. Giorgio Vasari credited him with the introduction of oil painting into Italy. Unusually for a south Italian artist of the Renaissance, his work proved influential on painters in northern Italy, especially in Venice.","<p><b>Antonello da Messina</b>, properly <b>Antonello di Giovanni di Antonio</b>, but also called <b>Antonello degli Antoni</b> and Anglicized as <b>Anthony of Messina</b>, was a Sicilian painter from Messina, active during the Early Italian Renaissance. His work shows strong influences from Early Netherlandish painting, although there is no documentary evidence that he ever travelled beyond Italy. Giorgio Vasari credited him with the introduction of oil painting into Italy. Unusually for a south Italian artist of the Renaissance, his work proved influential on painters in northern Italy, especially in Venice.</p>",0,,Antonello_da_Messina,Antonello da Messina,Antonello da Messina,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/Antonello_da_Messina_-_Portrait_of_a_Man_-_National_Gallery_London.jpg/230px-Antonello_da_Messina_-_Portrait_of_a_Man_-_National_Gallery_London.jpg,230.0,320.0,https://upload.wikimedia.org/wikipedia/commons/e/ed/Antonello_da_Messina_-_Portrait_of_a_Man_-_National_Gallery_London.jpg,3041.0,4226.0,https://en.wikipedia.org/wiki/Antonello_da_Messina,https://en.wikipedia.org/wiki/Antonello_da_Messina?action=history,https://en.wikipedia.org/wiki/Antonello_da_Messina?action=edit,https://en.wikipedia.org/wiki/Talk:Antonello_da_Messina,https://en.m.wikipedia.org/wiki/Antonello_da_Messina,https://en.m.wikipedia.org/wiki/Special:History/Antonello_da_Messina,https://en.m.wikipedia.org/wiki/Antonello_da_Messina?action=edit,https://en.m.wikipedia.org/wiki/Talk:Antonello_da_Messina
standard,Alesso Baldovinetti,Alesso Baldovinetti,Q472073,144054,en,ltr,996363241,0d7e49d0-b2bf-11eb-95d2-974fa303e7c6,2020-12-26T03:56:48Z,Italian painter (1427-1499),local,Alesso or Alessio Baldovinetti was an Italian early Renaissance painter and draftsman.,<p><b>Alesso or Alessio Baldovinetti</b> was an Italian early Renaissance painter and draftsman.</p>,0,,Alesso_Baldovinetti,Alesso Baldovinetti,Alesso Baldovinetti,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Alesso_Baldovinetti_selfportrait.jpg/315px-Alesso_Baldovinetti_selfportrait.jpg,315.0,320.0,https://upload.wikimedia.org/wikipedia/commons/a/a6/Alesso_Baldovinetti_selfportrait.jpg,535.0,544.0,https://en.wikipedia.org/wiki/Alesso_Baldovinetti,https://en.wikipedia.org/wiki/Alesso_Baldovinetti?action=history,https://en.wikipedia.org/wiki/Alesso_Baldovinetti?action=edit,https://en.wikipedia.org/wiki/Talk:Alesso_Baldovinetti,https://en.m.wikipedia.org/wiki/Alesso_Baldovinetti,https://en.m.wikipedia.org/wiki/Special:History/Alesso_Baldovinetti,https://en.m.wikipedia.org/wiki/Alesso_Baldovinetti?action=edit,https://en.m.wikipedia.org/wiki/Talk:Alesso_Baldovinetti
standard,Bartolomeo Bellano,Bartolomeo Bellano,Q809488,14031115,en,ltr,1002900622,26efe600-71a9-11eb-bf26-b11015036789,2021-01-26T15:19:56Z,,,"Bartolomeo Bellano, also known as Bartolomeo Vellano, was an Italian renaissance sculptor and architect who was born in Padua in 1437 or 1438. He was the son of a goldsmith and became a student of the sculptor Donatello, with whom he worked on many projects, including in the Basilica of Saint Anthony of Padua.","<p><b>Bartolomeo Bellano</b>, also known as <b>Bartolomeo Vellano</b>, was an Italian renaissance sculptor and architect who was born in Padua in 1437 or 1438. He was the son of a goldsmith and became a student of the sculptor Donatello, with whom he worked on many projects, including in the Basilica of Saint Anthony of Padua.</p>",0,,Bartolomeo_Bellano,Bartolomeo Bellano,Bartolomeo Bellano,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Bartolomeo_Bellano.jpg/229px-Bartolomeo_Bellano.jpg,229.0,320.0,https://upload.wikimedia.org/wikipedia/commons/f/f1/Bartolomeo_Bellano.jpg,1636.0,2282.0,https://en.wikipedia.org/wiki/Bartolomeo_Bellano,https://en.wikipedia.org/wiki/Bartolomeo_Bellano?action=history,https://en.wikipedia.org/wiki/Bartolomeo_Bellano?action=edit,https://en.wikipedia.org/wiki/Talk:Bartolomeo_Bellano,https://en.m.wikipedia.org/wiki/Bartolomeo_Bellano,https://en.m.wikipedia.org/wiki/Special:History/Bartolomeo_Bellano,https://en.m.wikipedia.org/wiki/Bartolomeo_Bellano?action=edit,https://en.m.wikipedia.org/wiki/Talk:Bartolomeo_Bellano
standard,Filippo Lippi,Filippo Lippi,Q205148,871252,en,ltr,1013733801,730b2cb0-b2e1-11eb-a951-9329a9604173,2021-03-23T04:44:55Z,15th-century Italian Renaissance painter,local,"Fra' Filippo Lippi, also known as Lippo Lippi, was an Italian painter of the Quattrocento and a Carmelite Priest.","<p><span style=""font-size:85%"">Fra'</span> <b>Filippo Lippi</b>, also known as <b>Lippo Lippi</b>, was an Italian painter of the Quattrocento and a Carmelite Priest.</p>",0,,Filippo_Lippi,Filippo Lippi,Filippo Lippi,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Lippi_z13.jpg/240px-Lippi_z13.jpg,240.0,320.0,https://upload.wikimedia.org/wikipedia/commons/3/3c/Lippi_z13.jpg,600.0,800.0,https://en.wikipedia.org/wiki/Filippo_Lippi,https://en.wikipedia.org/wiki/Filippo_Lippi?action=history,https://en.wikipedia.org/wiki/Filippo_Lippi?action=edit,https://en.wikipedia.org/wiki/Talk:Filippo_Lippi,https://en.m.wikipedia.org/wiki/Filippo_Lippi,https://en.m.wikipedia.org/wiki/Special:History/Filippo_Lippi,https://en.m.wikipedia.org/wiki/Filippo_Lippi?action=edit,https://en.m.wikipedia.org/wiki/Talk:Filippo_Lippi
standard,Fra Diamante,Fra Diamante,Q280940,871285,en,ltr,996937386,724f08a0-b2e1-11eb-9dbf-17aa2fef3454,2020-12-29T07:20:04Z,,,Fra Diamante was an Italian Renaissance painter.,<p><b>Fra Diamante</b> was an Italian Renaissance painter.</p>,0,,Fra_Diamante,Fra Diamante,Fra Diamante,https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Fra_Diamante_Adoration_of_the_Child.jpg/218px-Fra_Diamante_Adoration_of_the_Child.jpg,218.0,320.0,https://upload.wikimedia.org/wikipedia/commons/5/56/Fra_Diamante_Adoration_of_the_Child.jpg,700.0,1025.0,https://en.wikipedia.org/wiki/Fra_Diamante,https://en.wikipedia.org/wiki/Fra_Diamante?action=history,https://en.wikipedia.org/wiki/Fra_Diamante?action=edit,https://en.wikipedia.org/wiki/Talk:Fra_Diamante,https://en.m.wikipedia.org/wiki/Fra_Diamante,https://en.m.wikipedia.org/wiki/Special:History/Fra_Diamante,https://en.m.wikipedia.org/wiki/Fra_Diamante?action=edit,https://en.m.wikipedia.org/wiki/Talk:Fra_Diamante
standard,Jacopo da Sellaio,Jacopo da Sellaio,Q2525549,12393166,en,ltr,1013416263,d24258c0-b2aa-11eb-8cc5-132918c6b19b,2021-03-21T14:35:19Z,,,"Jacopo del Sellaio (1441/1–1493), was an Italian painter of the early Renaissance, active in his native Florence. His real name was Jacopo di Arcangelo. The nickname Sellaio derives from the profession of his father, a saddler.","<p><b>Jacopo del Sellaio</b> (1441/1–1493), was an Italian painter of the early Renaissance, active in his native Florence. His real name was Jacopo di Arcangelo. The nickname Sellaio derives from the profession of his father, a saddler.</p>",0,,Jacopo_da_Sellaio,Jacopo da Sellaio,Jacopo da Sellaio,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Jacopo_del_sellaio%2C_esther_e_assuero.jpg/320px-Jacopo_del_sellaio%2C_esther_e_assuero.jpg,320.0,319.0,https://upload.wikimedia.org/wikipedia/commons/b/bc/Jacopo_del_sellaio%2C_esther_e_assuero.jpg,1004.0,1000.0,https://en.wikipedia.org/wiki/Jacopo_da_Sellaio,https://en.wikipedia.org/wiki/Jacopo_da_Sellaio?action=history,https://en.wikipedia.org/wiki/Jacopo_da_Sellaio?action=edit,https://en.wikipedia.org/wiki/Talk:Jacopo_da_Sellaio,https://en.m.wikipedia.org/wiki/Jacopo_da_Sellaio,https://en.m.wikipedia.org/wiki/Special:History/Jacopo_da_Sellaio,https://en.m.wikipedia.org/wiki/Jacopo_da_Sellaio?action=edit,https://en.m.wikipedia.org/wiki/Talk:Jacopo_da_Sellaio
standard,Paolo Romano,Paolo Romano,Q2469612,14046582,en,ltr,998484225,2819c000-71a9-11eb-93d9-fbb439168cbd,2021-01-05T16:06:21Z,,,"Paolo Romano, also known as Paolo Tuccone and as Paolo di Mariano di Tuccio Taccone was an Italian early Renaissance sculptor and goldsmith. Giorgio Vasari in his Lives of the Most Excellent Painters, Sculptors, and Architects recounts that Paolo Romano was a modest man whose sculpture was far superior to that of his boastful contemporary Mino del Reame.","<p><b>Paolo Romano</b>, also known as <b>Paolo Tuccone</b> and as <b>Paolo di Mariano di Tuccio Taccone</b> was an Italian early Renaissance sculptor and goldsmith. Giorgio Vasari in his <i>Lives of the Most Excellent Painters, Sculptors, and Architects</i> recounts that Paolo Romano was a modest man whose sculpture was far superior to that of his boastful contemporary Mino del Reame.</p>",0,,Paolo_Romano,Paolo Romano,Paolo Romano,https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Ritratto_di_Paolo_Romano.jpg/229px-Ritratto_di_Paolo_Romano.jpg,229.0,320.0,https://upload.wikimedia.org/wikipedia/commons/3/38/Ritratto_di_Paolo_Romano.jpg,1615.0,2258.0,https://en.wikipedia.org/wiki/Paolo_Romano,https://en.wikipedia.org/wiki/Paolo_Romano?action=history,https://en.wikipedia.org/wiki/Paolo_Romano?action=edit,https://en.wikipedia.org/wiki/Talk:Paolo_Romano,https://en.m.wikipedia.org/wiki/Paolo_Romano,https://en.m.wikipedia.org/wiki/Special:History/Paolo_Romano,https://en.m.wikipedia.org/wiki/Paolo_Romano?action=edit,https://en.m.wikipedia.org/wiki/Talk:Paolo_Romano
